x-axis,1,2
second,Volt,Volt
+24.69900E-06,-34.57286581E-03,-884.42210E-06
+24.72400E-06,+0.0E+00,+0.0E+00
+24.74900E-06,-69.14573163E-03,+0.0E+00
+24.77400E-06,-34.57286581E-03,-884.42210E-06
+24.79900E-06,-34.57286581E-03,-1.76884420E-03
+24.82400E-06,-69.14573163E-03,+0.0E+00
+24.84900E-06,+0.0E+00,-884.42210E-06
+24.87400E-06,+0.0E+00,-1.76884420E-03
+24.89900E-06,-69.14573163E-03,+0.0E+00
+24.92400E-06,+0.0E+00,-884.42210E-06
+24.94900E-06,-34.57286581E-03,+0.0E+00
+24.97400E-06,-34.57286581E-03,-884.42210E-06
+24.99900E-06,-34.57286581E-03,-884.42210E-06
+25.02400E-06,-69.14573163E-03,-884.42210E-06
+25.04900E-06,-34.57286581E-03,-1.76884420E-03
+25.07400E-06,-69.14573163E-03,-884.42210E-06
+25.09900E-06,+0.0E+00,+0.0E+00
+25.12400E-06,+0.0E+00,-884.42210E-06
+25.14900E-06,-69.14573163E-03,+0.0E+00
+25.17400E-06,+0.0E+00,-1.76884420E-03
+25.19900E-06,+0.0E+00,-884.42210E-06
+25.22400E-06,-69.14573163E-03,-884.42210E-06
+25.24900E-06,-34.57286581E-03,-1.76884420E-03
+25.27400E-06,-34.57286581E-03,+0.0E+00
+25.29900E-06,-69.14573163E-03,+0.0E+00
+25.32400E-06,-69.14573163E-03,+0.0E+00
+25.34900E-06,-69.14573163E-03,-884.42210E-06
+25.37400E-06,-103.71859744E-03,-2.65326630E-03
+25.39900E-06,+0.0E+00,-1.76884420E-03
+25.42400E-06,-34.57286581E-03,+0.0E+00
+25.44900E-06,-34.57286581E-03,-884.42210E-06
+25.47400E-06,+0.0E+00,-884.42210E-06
+25.49900E-06,-34.57286581E-03,-884.42210E-06
+25.52400E-06,-69.14573163E-03,-884.42210E-06
+25.54900E-06,-69.14573163E-03,-884.42210E-06
+25.57400E-06,-34.57286582E-03,+0.0E+00
+25.59900E-06,-34.57286582E-03,-1.76884420E-03
+25.62400E-06,-34.57286582E-03,-1.76884420E-03
+25.64900E-06,-34.57286581E-03,-2.65326630E-03
+25.67400E-06,-34.57286582E-03,-2.65326630E-03
+25.69900E-06,-34.57286582E-03,+0.0E+00
+25.72400E-06,-34.57286582E-03,+0.0E+00
+25.74900E-06,-69.14573163E-03,-884.42210E-06
+25.77400E-06,-34.57286582E-03,+0.0E+00
+25.79900E-06,-34.57286582E-03,-1.76884420E-03
+25.82400E-06,+0.0E+00,+0.0E+00
