x-axis,1,2
second,Volt,Volt
+34.56000E-06,-4.02010046E-03,-21.85929625E-03
+34.57550E-06,+0.0E+00,-36.43216041E-03
+34.59100E-06,-64.32160735E-03,-24.77386908E-03
+34.60650E-06,-64.32160735E-03,+0.0E+00
+34.62200E-06,-4.02010046E-03,-1.45728642E-03
+34.63750E-06,-28.14070322E-03,-23.31658266E-03
+34.65300E-06,-4.02010046E-03,-21.85929625E-03
+34.66850E-06,-92.46231057E-03,-23.31658266E-03
+34.68400E-06,-60.30150689E-03,-23.31658266E-03
+34.69950E-06,-28.14070322E-03,-36.43216041E-03
+34.71500E-06,-60.30150689E-03,-1.45728642E-03
+34.73050E-06,-64.32160735E-03,+0.0E+00
+34.74600E-06,-4.02010046E-03,+0.0E+00
+34.76150E-06,-36.18090414E-03,+0.0E+00
+34.77700E-06,-4.02010046E-03,-23.31658266E-03
+34.79250E-06,-28.14070322E-03,-33.51758758E-03
+34.80800E-06,-60.30150689E-03,-23.31658266E-03
+34.82350E-06,-64.32160735E-03,-23.31658266E-03
+34.83900E-06,-120.60301378E-03,-24.77386908E-03
+34.85450E-06,-64.32160735E-03,-23.31658266E-03
+34.87000E-06,-64.32160735E-03,-23.31658266E-03
+34.88550E-06,-36.18090414E-03,-23.31658266E-03
+34.90100E-06,-4.02010046E-03,+0.0E+00
+34.91650E-06,-64.32160735E-03,-36.43216041E-03
+34.93200E-06,-60.30150689E-03,-2.91457283E-03
+34.94750E-06,-100.50251149E-03,-13.11557775E-03
+34.96300E-06,-60.30150689E-03,+0.0E+00
+34.97850E-06,-36.18090414E-03,-13.11557775E-03
+34.99400E-06,-64.32160735E-03,+0.0E+00
+35.00950E-06,+0.0E+00,+0.0E+00
+35.02500E-06,-64.32160735E-03,-21.85929625E-03
+35.04050E-06,-28.14070322E-03,-10.20100492E-03
+35.05600E-06,+0.0E+00,-45.17587891E-03
+35.07150E-06,-64.32160735E-03,-23.31658266E-03
+35.08700E-06,-124.62311424E-03,-46.63316533E-03
+35.10250E-06,-28.14070322E-03,-13.11557775E-03
+35.11800E-06,-64.32160735E-03,-23.31658266E-03
+35.13350E-06,-64.32160735E-03,-23.31658266E-03
+35.14900E-06,-4.02010046E-03,-46.63316533E-03
+35.16450E-06,-64.32160735E-03,-23.31658266E-03
+35.18000E-06,-60.30150689E-03,-24.77386908E-03
+35.19550E-06,-64.32160735E-03,-13.11557775E-03
+35.21100E-06,-64.32160735E-03,-1.45728642E-03
+35.22650E-06,-28.14070322E-03,-10.20100492E-03
